JFK,LAX,01-01-2025 07:00:00,01-01-2025 10:00:00,1001,787
JFK,LAX,02-01-2025 07:00:00,02-01-2025 10:00:00,1001,787
JFK,LAX,03-01-2025 07:00:00,03-01-2025 10:00:00,1001,787
JFK,LAX,04-01-2025 07:00:00,04-01-2025 10:00:00,1001,787
JFK,LAX,05-01-2025 07:00:00,05-01-2025 10:00:00,1001,787
JFK,LAX,06-01-2025 07:00:00,06-01-2025 10:00:00,1001,787
JFK,LAX,07-01-2025 07:00:00,07-01-2025 10:00:00,1001,787
JFK,LAX,08-01-2025 07:00:00,08-01-2025 10:00:00,1001,787
JFK,LAX,09-01-2025 07:00:00,09-01-2025 10:00:00,1001,787
JFK,LAX,10-01-2025 07:00:00,10-01-2025 10:00:00,1001,787
JFK,LAX,11-01-2025 07:00:00,11-01-2025 10:00:00,1001,787
JFK,LAX,12-01-2025 07:00:00,12-01-2025 10:00:00,1001,787
JFK,LAX,13-01-2025 07:00:00,13-01-2025 10:00:00,1001,787
JFK,LAX,14-01-2025 07:00:00,14-01-2025 10:00:00,1001,787
JFK,LAX,15-01-2025 07:00:00,15-01-2025 10:00:00,1001,787
JFK,LAX,16-01-2025 07:00:00,16-01-2025 10:00:00,1001,787
JFK,LAX,17-01-2025 07:00:00,17-01-2025 10:00:00,1001,787
JFK,LAX,18-01-2025 07:00:00,18-01-2025 10:00:00,1001,787
JFK,LAX,19-01-2025 07:00:00,19-01-2025 10:00:00,1001,787
JFK,LAX,20-01-2025 07:00:00,20-01-2025 10:00:00,1001,787
JFK,LAX,21-01-2025 07:00:00,21-01-2025 10:00:00,1001,787
JFK,LAX,22-01-2025 07:00:00,22-01-2025 10:00:00,1001,787
JFK,LAX,23-01-2025 07:00:00,23-01-2025 10:00:00,1001,787
JFK,LAX,24-01-2025 07:00:00,24-01-2025 10:00:00,1001,787
JFK,LAX,25-01-2025 07:00:00,25-01-2025 10:00:00,1001,787
JFK,LAX,26-01-2025 07:00:00,26-01-2025 10:00:00,1001,787
JFK,LAX,27-01-2025 07:00:00,27-01-2025 10:00:00,1001,787
JFK,LAX,28-01-2025 07:00:00,28-01-2025 10:00:00,1001,787
JFK,LAX,29-01-2025 07:00:00,29-01-2025 10:00:00,1001,787
JFK,LAX,30-01-2025 07:00:00,30-01-2025 10:00:00,1001,787
JFK,LAX,31-01-2025 07:00:00,31-01-2025 10:00:00,1001,787
LAX,JFK,01-01-2025 13:00:00,01-01-2025 20:00:00,1002,787
LAX,JFK,02-01-2025 13:00:00,02-01-2025 20:00:00,1002,787
LAX,JFK,03-01-2025 13:00:00,03-01-2025 20:00:00,1002,787
LAX,JFK,04-01-2025 13:00:00,04-01-2025 20:00:00,1002,787
LAX,JFK,05-01-2025 13:00:00,05-01-2025 20:00:00,1002,787
LAX,JFK,06-01-2025 13:00:00,06-01-2025 20:00:00,1002,787
LAX,JFK,07-01-2025 13:00:00,07-01-2025 20:00:00,1002,787
LAX,JFK,08-01-2025 13:00:00,08-01-2025 20:00:00,1002,787
LAX,JFK,09-01-2025 13:00:00,09-01-2025 20:00:00,1002,787
LAX,JFK,10-01-2025 13:00:00,10-01-2025 20:00:00,1002,787
LAX,JFK,11-01-2025 13:00:00,11-01-2025 20:00:00,1002,787
LAX,JFK,12-01-2025 13:00:00,12-01-2025 20:00:00,1002,787
LAX,JFK,13-01-2025 13:00:00,13-01-2025 20:00:00,1002,787
LAX,JFK,14-01-2025 13:00:00,14-01-2025 20:00:00,1002,787
LAX,JFK,15-01-2025 13:00:00,15-01-2025 20:00:00,1002,787
LAX,JFK,16-01-2025 13:00:00,16-01-2025 20:00:00,1002,787
LAX,JFK,17-01-2025 13:00:00,17-01-2025 20:00:00,1002,787
LAX,JFK,18-01-2025 13:00:00,18-01-2025 20:00:00,1002,787
LAX,JFK,19-01-2025 13:00:00,19-01-2025 20:00:00,1002,787
LAX,JFK,20-01-2025 13:00:00,20-01-2025 20:00:00,1002,787
LAX,JFK,21-01-2025 13:00:00,21-01-2025 20:00:00,1002,787
LAX,JFK,22-01-2025 13:00:00,22-01-2025 20:00:00,1002,787
LAX,JFK,23-01-2025 13:00:00,23-01-2025 20:00:00,1002,787
LAX,JFK,24-01-2025 13:00:00,24-01-2025 20:00:00,1002,787
LAX,JFK,25-01-2025 13:00:00,25-01-2025 20:00:00,1002,787
LAX,JFK,26-01-2025 13:00:00,26-01-2025 20:00:00,1002,787
LAX,JFK,27-01-2025 13:00:00,27-01-2025 20:00:00,1002,787
LAX,JFK,28-01-2025 13:00:00,28-01-2025 20:00:00,1002,787
LAX,JFK,29-01-2025 13:00:00,29-01-2025 20:00:00,1002,787
